2,171,1
2,343,1
2,555,1
2,606,1
2,614,1
2,1242,1
2,1942,1
2,1968,1
3,2480,1
3,2494,1
3,2516,1
3,3445,1
3,3491,1
3,3585,1
3,3589,1
3,3698,1
3,4068,1
3,4131,1
3,4154,1
3,4168,1
3,4575,1
3,4651,1
3,4902,1
3,4937,1
3,5133,1
3,5150,1
3,5330,1
3,5376,1
3,6508,1
3,6802,1
3,7024,1
3,7026,1
3,7154,1
3,7268,1
3,7308,1
3,7399,1
3,7670,1
3,8028,1
3,8252,1
3,8262,1
3,8296,1
3,8368,1
3,8511,1
3,8643,1
3,8863,1
3,9864,1
4,10154,1
4,10488,1
4,10657,1
4,10744,1
4,10916,1
4,10929,1
4,11079,1
4,11363,1
4,11494,1
4,11622,1
4,11792,1
4,11828,1
4,11922,1
4,12095,1
4,12149,1
4,12556,1
4,12795,1
4,12968,1
5,404,1
5,896,1
5,7321,1
5,7600,1
5,14175,1
5,14501,1
5,14604,1
5,14694,1
5,15180,1
6,2389,1
6,4657,1
6,16204,1
6,18312,1
6,18499,1
6,19024,1
7,19844,1
7,20191,1
7,20376,1
7,20689,1
7,20854,1
7,21230,1
7,21743,1
7,22051,1
7,22902,1
7,23564,1
9,10773,1
9,24571,1
9,24573,1
9,24669,1
9,24676,1
9,24710,1
9,24712,1
9,24714,2
9,24715,1
9,24854,1
10,3541,1
10,25699,1
10,26048,1
11,26912,2
11,27001,1
11,27381,1
12,27544,1
12,27888,1
12,27988,1
12,28217,1
12,28769,1
12,31376,1
12,32606,1
12,32689,1
13,10745,1
13,11048,1
13,11050,1
13,14715,1
13,14961,1
13,18310,1
13,18992,1
13,24002,2
13,33783,1
13,33830,1
13,33855,1
13,34133,1
13,34876,1
13,34962,1
13,35096,1
13,35183,1
13,35234,1
13,36052,1
13,36247,1
13,36280,1
13,36325,1
13,36619,1
13,36703,1
13,36717,1
13,36919,1
13,37365,1
13,37743,1
13,37805,1
13,37842,1
13,37948,1
13,38033,1
13,38116,1
13,38318,1
13,38608,1
13,39016,1
13,39125,1
13,39208,1
13,39250,1
13,40824,1
13,41266,1
13,41572,1
13,41779,1
14,43009,1
14,43114,1
14,43426,1
16,10172,1
16,44643,1
16,44657,1
16,44750,1
16,44814,1
16,44935,1
16,45344,1
16,45633,1
16,45978,1
17,7400,1
17,7402,1
17,8948,1
17,9192,1
17,9199,1
17,18703,1
17,48553,1
17,49313,1
17,49946,1
18,9700,1
18,14506,1
18,28243,1
18,29342,1
18,51023,1
18,52829,1
18,53234,1
18,53778,1
18,55797,1
18,56638,1
18,57040,1
18,57523,1
18,59451,1
19,1601,1
19,5586,1
19,14687,1
19,49460,1
19,60166,1
19,60376,1
19,60407,1
20,2560,1
20,2854,1
20,4123,1
20,6773,1
20,12303,1
20,38621,1
20,60562,1
20,60591,1
20,60718,1
20,60740,1
20,61395,1
20,61455,1
21,62173,1
21,62242,1
22,2436,1
22,5472,1
22,61409,1
22,63001,1
22,63130,1
22,63310,1
22,63312,1
22,63438,1
22,63636,1
22,63838,1
22,63949,1
22,63959,1
22,64094,1
22,64176,1
22,64434,1
22,64479,1
22,64514,1
22,64645,1
22,64701,1
22,64960,1
22,65323,1
22,65343,1
22,65540,1
22,65651,1
22,65667,1
22,65696,1
22,66312,1
22,67363,1
22,67612,1
22,67962,1
22,68171,1
22,68205,1
22,69066,1
23,33727,1
23,58514,1
23,70276,1
23,70344,1
23,70364,1
23,70454,1
23,70503,1
23,70516,1
23,70593,1
23,70977,2
23,71011,1
23,71547,1
23,71574,1
23,71641,1
23,71680,1
23,72036,1
23,72296,1
23,72505,1
23,72511,1
23,72847,1
23,73361,1
24,4159,1
24,16503,1
24,18008,1
24,21287,2
24,36347,1
24,48873,1
24,49718,1
24,55522,1
24,60748,1
24,74003,1
24,74056,2
24,74113,1
24,74147,1
24,74152,1
24,74192,1
24,74350,1
24,74428,1
24,74458,1
24,74616,1
25,7407,1
25,13267,1
25,14445,1
25,42257,1
25,75269,1
25,75798,1
25,77083,1
25,77117,1
25,77163,1
25,78357,1
25,78794,1
26,4257,1
26,4274,1
26,7883,1
26,12849,1
26,29151,1
26,50487,1
26,80170,1
26,80617,1
26,80643,1
26,80879,1
26,81755,1
26,81800,1
26,82092,1
26,82277,1
26,82510,1
26,82607,1
26,82922,1
26,82984,1
26,84674,1
26,85518,1
26,86077,1
27,15508,1
27,16041,1
27,17443,1
27,18335,1
27,25378,1
27,29163,1
27,29368,1
27,29394,1
27,43155,1
27,43313,1
27,43551,1
27,43829,1
27,43983,1
27,44158,1
27,44224,1
27,44295,1
27,50715,1
27,74504,1
27,86993,1
27,87077,1
27,87125,1
27,87284,1
27,87295,1
27,87310,1
27,87577,1
27,88390,1
27,88509,1
27,88596,1
28,89094,1
28,89105,1
29,91036,1
29,91112,1
30,5778,1
30,5831,1
30,11230,1
30,17672,1
30,38670,1
30,46369,1
30,47043,1
30,50464,1
30,73528,1
30,75962,1
30,76779,1
30,93648,1
30,93973,1
30,94988,1
30,95886,1
30,95892,1
30,96285,1
30,96677,1
30,97406,1
31,88,1
31,63844,1
31,66343,1
31,70949,1
31,75962,1
31,77235,1
31,78459,1
31,94045,1
31,97904,1
31,98098,1
31,98168,1
31,98254,1
31,99609,1
32,7386,1
32,7938,1
32,8292,1
32,15546,1
32,41713,1
32,53285,1
32,54815,1
32,95923,1
32,96269,1
32,100668,1
32,101712,1
32,102980,1
32,103965,1
32,104253,1
32,105302,1
33,43638,1
33,109206,1
33,109218,1
33,109220,1
33,109625,1
34,2559,1
34,6037,1
34,15554,1
34,19990,1
34,43035,1
34,110065,1
34,110121,1
34,110237,1
34,110520,1
34,110735,1
34,110758,1
34,110866,1
34,110888,1
34,110976,1
34,111048,1
34,111106,1
34,111280,1
34,111298,1
34,111620,1
34,111627,1
34,111642,1
34,111826,1
34,111885,1
34,111923,1
34,111958,1
34,112136,1
34,112301,1
34,112322,1
34,112470,1
34,112786,1
34,112856,1
34,112955,1
34,113175,1
35,5620,1
35,13249,1
35,28635,1
35,67541,1
35,78841,1
35,113564,1
35,113800,1
35,114202,1
36,116965,1
36,117048,1
37,10384,1
38,78327,1
39,43617,1
39,44038,1
39,45772,1
39,87926,1
39,119806,1
39,119856,1
39,119899,1
39,120635,1
39,120828,1
39,121131,1
39,122007,1
39,122118,1
40,2338,1
40,4119,1
40,9587,1
40,13410,1
40,27090,1
40,59089,1
40,61938,1
40,93135,1
40,122279,1
40,122364,1
40,122408,1
40,122564,1
41,8076,1
41,10409,1
41,10584,1
41,11080,1
41,21284,1
41,122814,1
41,123427,1
42,44662,1
42,44900,1
42,45315,1
42,124735,1
42,124788,1
42,127245,1
42,128273,1
43,76551,1
43,128422,1
43,128650,1
43,128829,1
44,113982,1
44,122448,1
44,129031,1
45,4094,1
45,5072,1
45,7637,1
45,8116,1
45,25926,1
45,25985,1
45,109488,1
45,131253,1
45,131518,1
45,132001,1
47,44264,1
47,44281,1
47,132356,1
47,132642,1
48,12987,1
48,131234,1
48,133360,1
48,133455,1
48,133605,1
48,133690,1
51,4479,1
51,13410,1
51,74937,1
51,75946,1
51,76911,1
51,96146,1
51,135622,1
52,3406,1
52,4908,1
52,6818,1
52,12062,1
52,36605,1
52,39358,1
52,45719,1
52,135825,1
52,135912,1
53,8581,1
53,42532,1
53,45738,1
53,55781,1
53,85546,1
53,131171,1
53,131330,1
53,131397,1
53,136724,1
53,136726,1
53,136728,1
53,136795,1
53,136843,1
53,137018,1
53,137131,1
53,137826,1
53,138186,1
53,138348,1
53,138757,1
53,139225,1
53,139630,1
53,140759,1
54,34221,1
54,34289,1
54,42421,1
54,60539,1
54,91644,1
54,102759,1
54,142133,1
54,142198,1
54,144608,1
55,3946,1
55,3964,1
55,5547,1
55,7912,1
55,14316,1
55,18399,1
55,18506,1
55,18563,1
55,19989,1
55,27205,1
55,30169,1
55,35546,1
55,41338,1
55,52243,1
55,53923,1
55,54102,1
55,54703,1
55,54764,1
55,55936,1
55,56027,1
55,63924,1
55,80088,1
55,84794,1
55,85334,1
55,85760,1
55,98771,1
55,120490,1
55,132474,1
55,136886,1
55,146288,1
55,146348,1
55,146381,1
55,146387,1
55,146405,1
55,146464,1
55,146559,1
55,146615,1
55,146678,1
55,146796,1
55,146827,1
55,146828,1
55,146886,1
55,146898,1
55,146912,1
55,147163,1
55,147206,1
55,147258,1
55,147372,1
55,147418,1
55,147592,1
55,147666,1
55,147749,1
55,147780,1
55,147881,1
55,148012,1
55,148294,1
56,89,1
56,117500,1
56,148507,2
56,148515,1
56,148559,1
56,148936,1
57,11169,1
57,14213,1
57,20481,1
57,124872,1
